Word,Language,IPA
хитровыебанный,ru,xʲitrovɨebannɨj
козел,ru,kozʲel
залупа,ru,zalupa
еб,ru,jeb
облом,ru,oblom
не пудри мозги,ru,ne pudrʲi mozɡi
вьебал,ru,vʲebal
"вдруг, откуда ни возьмись, появился в рот ебись",ru,"vdruɡ, otkuda ni vozʲmʲisʲ, poavʲilsʲa v rot ebʲisʲ"
изъебнулся,ru,izʲjebnulsʲa
ебни,ru,jebni
жопа,ru,ʒopa
руки из жопы,ru,rukʲi iz ʒopɨ
выебнуться,ru,vɨebnutʲsʲa
мудила,ru,mudʲila
пиздобратия,ru,pʲizdobratʲia
гобиться,ru,ɡobʲitʲsʲa
педик,ru,pʲedʲik
дура,ru,dura
бадяжить,ru,badʲaʒitʲ
деревеньщина,ru,dʲerʲevʲenʲɕːina
наблядовал,ru,nablʲadoval
голубой,ru,ɡoluboj
распиздяйка,ru,raspʲizdʲajka
капрофил,ru,kaprofʲil
доебалась,ru,doebalasʲ
ёбкость,ru,jobkostʲ
страть тебе в рот,ru,stratʲ tʲebʲe v rot
опиздоумел,ru,opʲizdoumʲel
хитровыебанная,ru,xʲitrovɨebannaa
говнюк,ru,ɡovnuk
засранец,ru,zasranet͡s
дерьмо,ru,dʲerʲmo
осёд,ru,osʲod
заёб,ru,zaob
целкa,ru,t͡selka
еблан,ru,jeblan
ебанёшься,ru,jebanoʂʲːsʲa
ебанулся,ru,jebanulsʲa
гей,ru,ɡej
дерьмохеропиздократ,ru,dʲerʲmoxʲeropʲizdokrat
шлюха,ru,ʂlʲuxa
кнь педальный,ru,knʲ pʲedalʲnɨj
пиздец,ru,pʲizdʲet͡s
удавись,ru,udavʲisʲ
развалюха,ru,razvalʲuxa
шут,ru,ʂut
нахуярить,ru,naxuarʲitʲ
ебашит,ru,jebaʂit
прыщавый,ru,prɨɕːavɨj
крыша поехала,ru,krɨʂa poexala
у меня стоит,ru,u mʲena stoit
выёбывается,ru,vɨobɨvaetsʲa
яйца,ru,jajt͡sa
слоняра,ru,slonara
обламатся,ru,oblamatsʲa
хер,ru,xʲer
какого черта,ru,kakoɡo t͡ɕʲerta
феменистка,ru,fʲemʲenistka
заебал,ru,zaebal
ебланка,ru,jeblanka
крыса,ru,krɨsa
 да пошел тыпошел ты,ru,da poʂel tɨpoʂel tɨ
фалос,ru,falos
фапать,ru,fapatʲ
черт возми,ru,t͡ɕʲert vozmʲi
гнусный,ru,ɡnusnɨj
машонка,ru,maʂonka
пидоростия,ru,pʲidorostʲia
трахаться,ru,traxatʲsʲa
пофапать,ru,pofapatʲ
ебальник разинул,ru,jebalʲnik razʲinul
пиздрик,ru,pʲizdrʲik
дуплоящер,ru,duploaɕːer
вжопу,ru,vʒopu
я тебя в рот ебал,ru,ja tʲebʲa v rot ebal
сцать,ru,st͡satʲ
подъёбки,ru,podʲjobkʲi
ебаная сука,ru,jebanaa suka
объебала,ru,obʲjebala
яйчелы,ru,jajt͡ɕʲelɨ
наебали,ru,naebalʲi
хуй тебе в жопу,ru,xuj tʲebʲe v ʒopu
ты дегенерат,ru,tɨ dʲeɡenerat
объебал,ru,obʲjebal
заебёшь мёртвого,ru,zaebʲoʂʲː mʲortvoɡo
косяк,ru,kosʲak
хуелес,ru,xuelʲes
баба,ru,baba
кощей,ru,koɕːej
осел,ru,osʲel
наебнулся,ru,naebnulsʲa
 пососи ми яйчелы,ru,pososʲi mʲi ajt͡ɕʲelɨ
болван,ru,bolvan
черножепый,ru,t͡ɕʲernoʒepɨj
еб твою мать,ru,jeb tvou matʲ
овца,ru,ovt͡sa
нахуяриться,ru,naxuarʲitʲsʲa
остоебал,ru,ostoebal
пиздецкое,ru,pʲizdʲet͡skoe
ёбаная сука,ru,jobanaa suka
отсоси потом проси,ru,otsosʲi potom prosʲi
как мухи на говно,ru,kak muxʲi na ɡovno
коза,ru,koza
одень,ru,odʲenʲ
феменизм,ru,fʲemʲenizm
алкаш,ru,alkaʂ
пизда,ru,pʲizda
пондостания,ru,pondostania
уебался,ru,uebalsʲa
хесосо,ru,xʲesoso
маза факер,ru,maza fakʲer
пасть,ru,pastʲ
опущеный,ru,opuɕːenɨj
деревянный,ru,dʲerʲevʲannɨj
ебанул,ru,jebanul
ахуй,ru,axuj
блядь,ru,blʲadʲ
чурка,ru,t͡ɕʲurka
пиздодушие,ru,pʲizdoduʂie
объебали,ru,obʲjebalʲi
пердун старый,ru,pʲerdun starɨj
пьянь,ru,pʲanʲ
пиздецкий,ru,pʲizdʲet͡skʲij
пиздопляска,ru,pʲizdoplʲaska
глупизди,ru,ɡlupʲizdʲi
оберблядь,ru,obʲerblʲadʲ
соси писос,ru,sosʲi pʲisos
ёб,ru,job
спиздила,ru,spʲizdʲila
оскотоёбился,ru,oskotoobʲilsʲa
хуевина,ru,xuevʲina
блядистость,ru,blʲadʲistostʲ
пендос,ru,pʲendos
пиздабол,ru,pʲizdabol
козлоёбина,ru,kozloobʲina
изъебнуться,ru,izʲjebnutʲsʲa
лох,ru,lox
трах,ru,trax
убью,ru,ubʲu
мамку,ru,mamku
соси хуй,ru,sosʲi xuj
ленивая жопа,ru,lʲenivaa ʒopa
подпиздывает,ru,podpʲizdɨvaet
кресты,ru,krʲestɨ
некрофил,ru,nekrofʲil
пендостан,ru,pʲendostan
мудачье,ru,mudat͡ɕʲe
мудак,ru,mudak
скотоёбина,ru,skotoobʲina
нигретов,ru,niɡrʲetov
нет яиц,ru,net ait͡s
жидоёбские,ru,ʒidoobskʲie
забить хуй,ru,zabʲitʲ xuj
насрать,ru,nasratʲ
свинья,ru,svʲina
стояк,ru,stoak
убъю,ru,ubʲju
дувушка по вызову,ru,duvuʂka po vɨzovu
ботаник,ru,botanik
разъебали,ru,razʲjebalʲi
спиздил,ru,spʲizdʲil
козлоёб,ru,kozloob
бурда,ru,burda
наркоту,ru,narkotu
хуй на нее,ru,xuj na nee
член тебе в рот,ru,t͡ɕʲlʲen tʲebʲe v rot
рак,ru,rak
бля,ru,blʲa
сосать,ru,sosatʲ
завали ебало,ru,zavalʲi ebalo
писос,ru,pʲisos
промежность,ru,promʲeʒnostʲ
соска,ru,soska
хуй тебе,ru,xuj tʲebʲe
пиздоёбищность,ru,pʲizdoobʲiɕːnostʲ
обосцыш,ru,obost͡sɨʂ
ебало,ru,jebalo
дрянной,ru,drʲannoj
да хуй его не возьмёт,ru,da xuj eɡo ne vozʲmʲot
сосунок,ru,sosunok
заебать,ru,zaebatʲ
падла,ru,padla
бляхомудия,ru,blʲaxomudʲia
завали рот,ru,zavalʲi rot
уебалась,ru,uebalasʲ
подзалупный,ru,podzalupnɨj
мондавошки,ru,mondavoʂkʲi
в жопу,ru,v ʒopu
шестерка,ru,ʂestʲerka
срать на тебя,ru,sratʲ na tʲebʲa
ебанат вонючий,ru,jebanat vonut͡ɕʲij
уёбище,ru,uobʲiɕːe
жидоёб,ru,ʒidoob
нига,ru,niɡa
предатель,ru,prʲedatʲelʲ
хуй моржерый,ru,xuj morʒerɨj
ебёт в рот и в жопу,ru,jebʲot v rot i v ʒopu
шут гороховый,ru,ʂut ɡoroxovɨj
подофил,ru,podofʲil
лолита,ru,lolʲita
пендостания,ru,pʲendostania
пиздуй,ru,pʲizduj
не хначь,ru,ne xnat͡ɕʲ
высший пиздец,ru,vɨsʂij pʲizdʲet͡s
долбаеб,ru,dolbaeb
пиздун,ru,pʲizdun
алкашная,ru,alkaʂnaa
мошонка,ru,moʂonka
малоебущий,ru,maloebuɕːij
слон,ru,slon
распиздошить,ru,raspʲizdoʂitʲ
трепездон,ru,trʲepʲezdon
чухмен,ru,t͡ɕʲuxmʲen
доебался,ru,doebalsʲa
ебаная блядь,ru,jebanaa blʲadʲ
пидорас,ru,pʲidoras
пиздобрат,ru,pʲizdobrat
подпиздываеть,ru,podpʲizdɨvaetʲ
да ебал я,ru,da ebal a
нахуя,ru,naxua
черт,ru,t͡ɕʲert
баба яга,ru,baba aɡa
соси член,ru,sosʲi t͡ɕʲlʲen
прокаженный,ru,prokaʒennɨj
козлоёбище,ru,kozloobʲiɕːe
уебаться,ru,uebatʲsʲa
ебани,ru,jebani
дурак несчастный,ru,durak nest͡ɕʲastnɨj
выебываться,ru,vɨebɨvatʲsʲa
пасть закрой,ru,pastʲ zakroj
гандон,ru,ɡandon
греблядь,ru,ɡrʲeblʲadʲ
заебали,ru,zaebalʲi
ошибка природы,ru,oʂibka prʲirodɨ
поебень,ru,poebʲenʲ
ты дурак,ru,tɨ durak
ёб твою мать,ru,job tvou matʲ
остоебала,ru,ostoebala
остоебали,ru,ostoebalʲi
пиздецкая,ru,pʲizdʲet͡skaa
пёзды,ru,pʲozdɨ
я твою мамку ебал,ru,ja tvou mamku ebal
похуй,ru,poxuj
балван,ru,balvan
ебаный карась,ru,jebanɨj karasʲ
завали пасть,ru,zavalʲi pastʲ
черт побери,ru,t͡ɕʲert pobʲerʲi
дегенерат,ru,dʲeɡenerat
азер,ru,azʲer
голоёбица,ru,ɡoloobʲit͡sa
москали,ru,moskalʲi
у меня встал,ru,u mʲena vstal
пиздомания,ru,pʲizdomania
гаишник,ru,ɡaiʂnik
уебки,ru,uebkʲi
выёбываются,ru,vɨobɨvautsʲa
трепездонит,ru,trʲepʲezdonit
халявочник,ru,xalʲavot͡ɕʲnik
исчезни,ru,ist͡ɕʲezni
залупа коская,ru,zalupa koskaa
на хуй,ru,na xuj
секс,ru,sʲeks
объебательство,ru,obʲjebatʲelʲstvo
сучьи сын,ru,sut͡ɕʲi sɨn
блоха,ru,bloxa
впиздячил,ru,vpʲizdʲat͡ɕʲil
пердун,ru,pʲerdun
выебываешься,ru,vɨebɨvaeʂʲːsʲa
уёбищенски,ru,uobʲiɕːenskʲi
факер,ru,fakʲer
лабизаться,ru,labʲizatʲsʲa
срачище,ru,srat͡ɕʲiɕːe
мордобой,ru,mordoboj
окаченел,ru,okat͡ɕʲenel
хуёво,ru,xuovo
хуйню нести,ru,xujnu nestʲi
забил хуй,ru,zabʲil xuj
жук навозный,ru,ʒuk navoznɨj
сучара,ru,sut͡ɕʲara
наротан,ru,narotan
минет,ru,mʲinet
я твою маму ебал,ru,ja tvou mamu ebal
говносос,ru,ɡovnosos
гадушник,ru,ɡaduʂnik
шароёбится,ru,ʂaroobʲitsʲa
халява,ru,xalʲava
нигер,ru,niɡer
сучка,ru,sut͡ɕʲka
конченый,ru,kont͡ɕʲenɨj
рачина,ru,rat͡ɕʲina
доебаться,ru,doebatʲsʲa
наебашился,ru,naebaʂilsʲa
сосихуйский,ru,sosʲixujskʲij
ебать,ru,jebatʲ
головка от хуя,ru,ɡolovka ot xua
ведьма,ru,vʲedʲma
крышка,ru,krɨʂka
крысеныш,ru,krɨsʲenɨʂ
пошел на хуй,ru,poʂel na xuj
пидоростан,ru,pʲidorostan
заебись,ru,zaebʲisʲ
ченый,ru,t͡ɕʲenɨj
засунь в жопу,ru,zasunʲ v ʒopu
конча,ru,kont͡ɕʲa
дубина,ru,dubʲina
очкун,ru,ot͡ɕʲkun
москаль,ru,moskalʲ
долбаебка,ru,dolbaebka
косоёбится,ru,kosoobʲitsʲa
мондавошка,ru,mondavoʂka
нимфоманка,ru,nimfomanka
ебанулась,ru,jebanulasʲ
подъёбка,ru,podʲjobka
жидоёбская,ru,ʒidoobskaa
объебать,ru,obʲjebatʲ
изъебнулась,ru,izʲjebnulasʲ
трахал,ru,traxal
наебщики,ru,naebɕːikʲi
выёбываться,ru,vɨobɨvatʲsʲa
иди нахуй,ru,idʲi naxuj
косячок,ru,kosʲat͡ɕʲok
мамка,ru,mamka
запад,ru,zapad
херотень,ru,xʲerotʲenʲ
даун,ru,daun
бля буду,ru,blʲa budu
жопу порву маргала выкалю,ru,ʒopu porvu marɡala vɨkalʲu
"ну все, тебе пизда",ru,"nu vsʲe, tʲebʲe pʲizda"
хуй,ru,xuj
дуб дубом,ru,dub dubom
